49
52.5
51
75.2
80
54.9
60.5
63.1
50.7
84.3
100.1
78
42.4
73.4
57.7
79.5
48.1
82.6
45.9
67.8
63.7
62.2
68.2
73
52.9
69.2
39.9
57.1
103.1
68.3
54.9
60
43.7
57.6
137.3
71.1
56.2
44.7
55.1
62.9
54.7
72.3
83.7
64.6
41.9
51.5
58.4
55.4
62.9
167.6
